2025-10-02 15:03:53 | INFO | Logging to file: logs/project_log.log
2025-10-02 15:03:53 | INFO | Log sanitization enabled, personal info removed
2025-10-02 15:03:54 | INFO | Starting Producer to run continuously.
2025-10-02 15:03:54 | INFO | Use Ctrl+C to stop.
2025-10-02 15:03:54 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-10-02 15:03:54 | INFO | BUZZ_TOPIC: buzzline
2025-10-02 15:03:54 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-10-02 15:03:54 | INFO | BASE_DATA_DIR: /Users/USER/Projects/buzzline-06-wilcox/data
2025-10-02 15:03:54 | INFO | LIVE_DATA_PATH: /Users/USER/Projects/buzzline-06-wilcox/data/project_live.json
2025-10-02 15:03:54 | INFO | BASE_DATA_DIR: /Users/USER/Projects/buzzline-06-wilcox/data
2025-10-02 15:03:54 | INFO | SQLITE_PATH: /Users/USER/Projects/buzzline-06-wilcox/data/buzz.sqlite
2025-10-02 15:03:54 | INFO | Kafka broker address: localhost:9092
2025-10-02 15:03:54 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'pGlhGFCmRQW3YpLSK7SXrA', 'controller_id': 1}
2025-10-02 15:03:54 | INFO | Kafka producer connected to 127.0.0.1:9092
2025-10-02 15:03:54 | INFO | Kafka broker address: localhost:9092
2025-10-02 15:03:55 | INFO | Topic 'buzzline' already exists. Recreating fresh...
2025-10-02 15:03:55 | INFO | Requested deletion of topic 'buzzline'.
2025-10-02 15:03:55 | INFO | Topic 'buzzline' created successfully.
2025-10-02 15:03:55 | INFO | Kafka topic 'buzzline' is ready.
2025-10-02 15:03:55 | INFO | {'message': 'raiders gained 15 yards against browns with a run.', 'author': 'system', 'timestamp': '2025-10-02 15:03:55', 'message_length': 50}
2025-10-02 15:04:00 | INFO | {'message': 'steelers gained 22 yards against patriots with a pass.', 'author': 'system', 'timestamp': '2025-10-02 15:04:00', 'message_length': 54}
2025-10-02 15:04:05 | INFO | {'message': 'texans gained 15 yards against raiders with a pass.', 'author': 'system', 'timestamp': '2025-10-02 15:04:05', 'message_length': 51}
2025-10-02 15:04:10 | INFO | {'message': 'chiefs gained 10 yards against browns with a pass.', 'author': 'system', 'timestamp': '2025-10-02 15:04:10', 'message_length': 50}
2025-10-02 15:04:15 | INFO | {'message': 'texans gained 23 yards against ravens with a run.', 'author': 'system', 'timestamp': '2025-10-02 15:04:15', 'message_length': 49}
2025-10-02 15:04:20 | INFO | {'message': 'ravens gained 26 yards against titans with a run.', 'author': 'system', 'timestamp': '2025-10-02 15:04:20', 'message_length': 49}
2025-10-02 15:04:25 | INFO | {'message': 'jaguars gained 13 yards against bengals with a pass.', 'author': 'system', 'timestamp': '2025-10-02 15:04:25', 'message_length': 52}
2025-10-02 15:04:26 | INFO | Logging to file: logs/project_log.log
2025-10-02 15:04:26 | INFO | Log sanitization enabled, personal info removed
2025-10-02 15:04:26 | INFO | Starting Kafka consumer application.
2025-10-02 15:04:26 | INFO | BUZZ_TOPIC: buzzline
2025-10-02 15:04:26 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-10-02 15:04:26 | INFO | BUZZ_CONSUMER_GROUP_ID: buzz_group
2025-10-02 15:04:26 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-10-02 15:04:26 | INFO | BASE_DATA_DIR: /Users/USER/Projects/buzzline-06-wilcox/data
2025-10-02 15:04:26 | INFO | SQLITE_PATH: /Users/USER/Projects/buzzline-06-wilcox/data/buzz.sqlite
2025-10-02 15:04:26 | INFO | Environment variables read successfully.
2025-10-02 15:04:26 | INFO | Initializing SQLite DB at /Users/USER/Projects/buzzline-06-wilcox/data/buzz.sqlite.
2025-10-02 15:04:26 | INFO | Database initialized successfully.
2025-10-02 15:04:26 | INFO | Starting Kafka consumer.
2025-10-02 15:04:26 | INFO | Kafka broker address: localhost:9092
2025-10-02 15:04:26 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'pGlhGFCmRQW3YpLSK7SXrA', 'controller_id': 1}
2025-10-02 15:04:26 | INFO | Kafka broker address: localhost:9092
2025-10-02 15:04:26 | INFO | Creating Kafka consumer. Topic='buzzline' and group ID='buzz_group'.
2025-10-02 15:04:26 | INFO | Kafka consumer created successfully.
2025-10-02 15:04:26 | INFO | Kafka broker address: localhost:9092
2025-10-02 15:04:26 | INFO | Kafka topic 'buzzline' is ready.
2025-10-02 15:04:30 | INFO | Inserted message into database.
2025-10-02 15:04:30 | INFO | Inserted message into database.
2025-10-02 15:04:30 | INFO | Inserted message into database.
2025-10-02 15:04:30 | INFO | Inserted message into database.
2025-10-02 15:04:30 | INFO | Inserted message into database.
2025-10-02 15:04:30 | INFO | Inserted message into database.
2025-10-02 15:04:30 | INFO | {'message': 'browns gained 23 yards against ravens with a run.', 'author': 'system', 'timestamp': '2025-10-02 15:04:30', 'message_length': 49}
2025-10-02 15:04:30 | INFO | Inserted message into database.
2025-10-02 15:04:35 | INFO | {'message': 'colts gained 38 yards against broncos with a run.', 'author': 'system', 'timestamp': '2025-10-02 15:04:35', 'message_length': 49}
2025-10-02 15:04:35 | INFO | Inserted message into database.
2025-10-02 15:04:40 | INFO | {'message': 'patriots gained 7 yards against ravens with a run.', 'author': 'system', 'timestamp': '2025-10-02 15:04:40', 'message_length': 50}
2025-10-02 15:04:40 | INFO | Inserted message into database.
2025-10-02 15:04:45 | INFO | {'message': 'bengals gained 26 yards against chargers with a pass.', 'author': 'system', 'timestamp': '2025-10-02 15:04:45', 'message_length': 53}
2025-10-02 15:04:45 | INFO | Inserted message into database.
